EarthquakeId,EarthquakeTime,EarthquakeLatitude,EarthquakeLongitude,EarthquakeDepth,EarthquakeMagnitude,EarthquakeMagnitudeType,Network,DataProvider,StationCode,StationID,StationDescription,StationLatitude,StationLongitude,StationElevation,SamplingRate,BackAzimuth,EpicentralDistance,HypocentralDistance,SourceFile,RuptureDistance,RuptureDistanceVar,JoynerBooreDistance,JoynerBooreDistanceVar,GC2_rx,GC2_ry,GC2_ry0,GC2_U,GC2_T,H1Lowpass,H1Highpass,H2Lowpass,H2Highpass,DURATION5-75,DURATION5-95,PGA,PGV,SA(0.010),SA(0.020),SA(0.030),SA(0.050),SA(0.075),SA(0.100),SA(0.150),SA(0.200),SA(0.250),SA(0.300),SA(0.400),SA(0.500),SA(0.750),SA(1.000),SA(1.500),SA(2.000),SA(3.000),SA(4.000),SA(5.000),SA(7.500),SA(10.000),SORTED_DURATION,Vs30,Z1.0,Z2.5
nc71734741,2012-02-13T21:07:02.770000Z,41.14317,-123.79033,27.36,5.6,mw,TA,IRIS-DMC,G03D,TA.G03D.BH,"McMinnville, OR, USA",45.2115,-123.2641,222.0,40,185.59,453.99,455.22,TA.G03D..BHE.mseed,451.64,4.71,450.81,4.85,,,,,,13.53474,0.02699,13.53474,0.02699,,,0.0036287754,0.014609205,-0.0036302011,-0.0036318273,-0.0036336561,-0.0036474454,-0.0036503282,0.0037091456,0.0054798371,0.0041251569,0.0043098263,0.0043989055,0.0051860648,0.0051953061,0.0079295709,0.0083484094,0.011018062,0.012743782,0.010228223,0.0062761012,0.0030121065,0.0015234992,0.00083035116,,600.0,39.0,37.0
nc72182046,2014-03-10T05:18:13.430000Z,40.82867,-125.13383,16.44,6.8,mw,TA,IRIS-DMC,G03D,TA.G03D.BH,"McMinnville, OR, USA",45.2115,-123.2641,222.0,40,198.02,510.16,510.73,TA.G03D..BHE.mseed,499.33,59.02,498.97,59.7,,,,,,15.0,0.02323,15.0,0.02323,,,0.01488405,0.15799381,-0.75382702,-0.43229798,-0.2991114,-0.17458432,-0.079399505,0.052830062,0.053648555,0.037434511,0.030564339,0.033450004,0.035157158,0.023189923,0.021890681,0.021377461,0.028688187,0.030101648,0.032286438,0.033995251,0.044420224,0.044672412,0.029235768,,600.0,39.0,37.0
nc72182046,2014-03-10T05:18:13.430000Z,40.82867,-125.13383,16.44,6.8,mw,UW,IRIS-DMC,LCCR,UW.LCCR.HH,"Clarks, OR, USA",45.2059,-122.4784,271.0,100,204.91,532.2,532.64,UW.LCCR..HHN.mseed,521.35,59.08,521.01,59.72,,,,,,24.14841,0.00767,24.14841,0.00767,,,0.021844358,0.18777728,-0.083923633,-0.048559423,-0.022025274,-0.022519675,0.027405788,0.031925281,0.033124419,0.045767845,0.045765005,0.064117174,0.05175198,0.044080103,0.030974778,0.029425432,0.04438564,0.049946855,0.050429076,0.041777671,0.042370339,0.039346568,0.047791487,,464.0,218.0,363.0
nc72182046,2014-03-10T05:18:13.430000Z,40.82867,-125.13383,16.44,6.8,mw,UW,IRIS-DMC,QDAD,UW.QDAD.HN,"Portland, OR, USA",45.4408,-122.62951,33.3,200,202.55,551.34,551.81,UW.QDAD..HNZ.mseed,540.47,59.13,540.14,59.75,,,,,,10.88188,0.04577,10.88188,0.04577,,,0.031982956,0.16340088,-0.032106917,-0.032449073,-0.033029933,-0.034334548,-0.04194788,-0.064158149,0.10105316,0.1383389,0.082005866,0.067103591,0.065830711,0.03878637,0.034219904,0.022601319,0.017961334,0.022093865,0.026460122,0.031130176,0.041535536,0.035284967,0.03740248,,337.0,98.0,104.0
nc72182046,2014-03-10T05:18:13.430000Z,40.82867,-125.13383,16.44,6.8,mw,UW,IRIS-DMC,QJBC,UW.QJBC.HN,"Beaverton, OR, USA",45.46355,-122.79342,57.9,200,201.1,548.92,549.42,UW.QJBC..HNE.mseed,538.05,59.12,537.72,59.74,,,,,,6.72961,0.03666,6.72961,0.03666,,,0.021399023,0.24029242,-0.021400172,-0.021403239,-0.021408396,-0.021420016,-0.021454236,-0.021626487,-0.028372705,0.04317676,0.044077357,0.052319001,0.054812984,0.041342023,0.022357952,0.023983721,0.025326376,0.03386849,0.050092902,0.058983524,0.075007815,0.049706198,0.06211556,,209.0,180.0,1765.0
nc72182046,2014-03-10T05:18:13.430000Z,40.82867,-125.13383,16.44,6.8,mw,UW,IRIS-DMC,QWAK,UW.QWAK.HN,"Portland, OR, USA",45.5657,-122.64202,50.3,200,201.91,563.82,564.3,UW.QWAK..HNZ.mseed,552.93,59.16,552.61,59.76,,,,,,6.25,0.03048,6.25,0.03048,,,0.017807686,0.20007937,-0.017808736,-0.017809869,-0.017813452,-0.017821292,-0.017851591,-0.018159795,-0.021873687,-0.03266977,0.0342199,0.047101447,0.034282998,0.022208897,0.019335762,0.020138028,0.025495588,0.036472154,0.047470093,0.046163882,0.049363201,0.044938721,0.046477018,,256.0,333.0,699.0
us10001vcb,2015-04-07T14:54:43.870000Z,43.166,-126.3541,10.0,4.5,mb,TA,IRIS-DMC,G03D,TA.G03D.BH,"McMinnville, OR, USA",45.2115,-123.2641,222.0,40,228.47,335.65,335.42,TA.G03D..BHE.mseed,334.79,0.48,334.64,0.48,,,,,,9.72655,0.51237,9.72655,0.51237,,,0.00098275028,0.00077669431,-0.00099315557,-0.00099678027,-0.001006257,-0.0010394735,-0.0011165362,-0.0017191498,0.0026359592,0.0026426851,0.0029226133,0.0024585481,0.0017925954,0.0025155324,0.002185604,0.0010381855,0.00042124951,-0.00029348789,-6.7406393e-05,-3.4115184e-05,-2.1571694e-05,-1.0860788e-05,-7.1503616e-06,,600.0,39.0,37.0
us10001vcb,2015-04-07T14:54:43.870000Z,43.166,-126.3541,10.0,4.5,mb,UW,IRIS-DMC,LCCR,UW.LCCR.HH,"Clarks, OR, USA",45.2059,-122.4784,271.0,100,235.18,383.86,383.41,UW.LCCR..HHN.mseed,382.98,0.48,382.85,0.48,,,,,,10.88188,0.41866,10.88188,0.41866,,,0.001302906,0.001295899,-0.0013069247,-0.0013180647,-0.0013328651,-0.0013943949,-0.0015652429,-0.0023762643,0.0026985653,0.0037265918,0.0041029054,0.003065167,0.0033239106,0.0037668337,0.0038239602,0.0021923031,0.0010211479,-0.00083442344,-0.00014660016,-6.6295415e-05,-4.0322679e-05,-1.9154624e-05,-1.2217362e-05,,464.0,218.0,363.0
us10004gmw,2016-01-23T18:05:39.580000Z,43.1417,-126.3146,20.45,4.9,mww,UW,IRIS-DMC,LCCR,UW.LCCR.HH,"Clarks, OR, USA",45.2059,-122.4784,271.0,100,234.57,382.98,382.96,UW.LCCR..HHN.mseed,381.98,1.09,381.45,1.12,,,,,,12.94081,0.39062,12.94081,0.39062,,,0.0012076576,0.0010757527,-0.0012195258,-0.0012280726,-0.0012439375,-0.001335907,-0.0017757345,0.0025577161,0.0026912146,0.0041728431,0.003814681,0.0027394522,0.002951303,0.0033372997,0.0023674121,0.0016206529,0.0006655283,0.00092647669,-0.00016723697,-6.6841538e-05,-3.7154743e-05,-1.5791047e-05,-9.7756874e-06,,464.0,218.0,363.0
us1000gf8u,2018-08-22T09:31:45.530000Z,43.5637,-127.7166,10.0,6.2,mww,NP,IRIS-DMC,7042,NP.7042.HN,WA:Vancouver;USGS  CVO,45.61097,-122.4963,83.0,200,243.09,472.73,471.91,NP.7042..HNE.mseed,466.89,16.88,466.76,17.03,,,,,,11.29169,0.03948,11.29169,0.03948,,,0.032786795,0.0295202,-0.032810509,-0.032958324,-0.033106562,-0.033634851,-0.03563518,-0.050916524,0.12565445,0.08779615,0.064944551,0.08497378,0.07853769,0.057382278,0.05811961,0.030613821,0.025177927,0.025718182,0.013769654,0.0060404667,0.0046746446,0.0056501974,0.0068566099,,464.0,168.0,410.0
us1000gf8u,2018-08-22T09:31:45.530000Z,43.5637,-127.7166,10.0,6.2,mww,UO,IRIS-DMC,HAGG,UO.HAGG.HN,"Gaston, OR, USA",45.47679,-123.19747,110.0,200,240.99,417.37,416.71,UO.HAGG..HNE.mseed,411.55,16.86,411.4,17.02,,,,,,40.0,0.02533,40.0,0.02533,,,0.048861009,0.054393324,-0.049005704,-0.049396257,-0.049599515,0.050973363,0.056369504,0.067497867,0.078877365,0.096845045,0.13142694,0.14900412,0.084861769,0.071954524,0.12892379,0.095674092,0.035898918,0.023323353,0.0087212928,0.0035458532,0.0031605841,0.0045336686,0.007303902,,163.0,105.0,484.0
us1000gf8u,2018-08-22T09:31:45.530000Z,43.5637,-127.7166,10.0,6.2,mww,UO,IRIS-DMC,HAPY,UO.HAPY.HN,"Happy Valley, OR, USA",45.45444,-122.55126,333.0,200,244.74,461.23,460.4,UO.HAPY..HNZ.mseed,455.39,16.88,455.25,17.03,,,,,,9.38608,0.02533,9.38608,0.02533,,,0.036061203,0.036288831,-0.036118802,-0.03624877,-0.036598105,-0.037408341,-0.041859052,-0.048612604,0.063444661,0.075837634,0.092699547,0.15143364,0.091380619,0.082255177,0.10889107,0.055336036,0.027046082,0.025351048,0.0077247399,0.0041073501,0.0033034684,0.0049863429,0.0047667052,,464.0,289.0,679.0
us1000gf8u,2018-08-22T09:31:45.530000Z,43.5637,-127.7166,10.0,6.2,mww,UO,IRIS-DMC,MINN,UO.MINN.HH,"McMinnville, OR, USA",45.2115,-123.2641,222.0,100,244.27,399.17,398.49,UO.MINN..HHE.mseed,393.35,16.85,393.2,17.01,,,,,,19.6146,0.01611,19.6146,0.01611,,,0.034845651,0.031202777,-0.035282019,-0.035690548,-0.036433774,-0.040134694,0.05328863,0.069512067,0.098626923,0.084379028,0.08690889,0.1087959,0.072893887,0.084651797,0.068793718,0.047176907,0.019301777,0.017076864,0.0053169952,0.0026755855,0.0025388772,0.0038178518,0.0032849126,,600.0,39.0,37.0
us1000gf8u,2018-08-22T09:31:45.530000Z,43.5637,-127.7166,10.0,6.2,mww,UO,IRIS-DMC,NOMA,UO.NOMA.HN,"Aurora, OR, USA",45.21157,-122.79792,54.0,200,246.69,432.5,431.69,UO.NOMA..HNN.mseed,426.67,16.87,426.52,17.02,,,,,,13.09118,0.03048,13.09118,0.03048,,,0.037668403,0.045471022,-0.03783834,-0.038144284,-0.038693789,-0.04108608,-0.050694473,0.074267674,0.14780267,0.086449065,0.097889751,0.13626105,0.10745292,0.09333091,0.072922425,0.034711818,0.042047468,0.084478389,0.019661829,0.007442033,0.0062661715,0.0070130531,0.0063536473,,301.0,297.0,1753.0
us1000gf8u,2018-08-22T09:31:45.530000Z,43.5637,-127.7166,10.0,6.2,mww,UO,IRIS-DMC,YANK,UO.YANK.HN,"St. Helens, OR, USA",45.86671,-122.88664,92.0,200,237.95,460.26,459.58,UO.YANK..HNE.mseed,454.43,16.88,454.29,17.03,,,,,,14.6266,0.03282,14.6266,0.03282,,,0.034310368,0.034271017,-0.034513799,-0.034811595,-0.035422319,-0.037584643,-0.052275442,0.075775367,0.089073028,0.053144651,0.050494725,0.060100306,0.052796436,0.052170594,0.064773368,0.059611047,0.027529576,0.021787376,0.007422432,0.0038231344,0.0032894879,0.0062711231,0.0039200438,,515.0,119.0,2197.0
us1000gf8u,2018-08-22T09:31:45.530000Z,43.5637,-127.7166,10.0,6.2,mww,UW,IRIS-DMC,BEAV,UW.BEAV.HN,"Beaverton, OR, USA",45.5274,-122.8428,61.8,200,242.33,444.44,443.69,UW.BEAV..HNZ.mseed,438.61,16.87,438.46,17.02,,,,,,12.61606,0.02441,12.61606,0.02441,,,0.05332716,0.067422888,-0.053413246,-0.05367049,-0.054109329,-0.055156278,-0.060284995,0.069788381,0.10693024,0.095760696,0.11199665,0.12534371,0.13725217,0.14338524,0.16940611,0.060988437,0.056765398,0.072940222,0.016589461,0.0084898583,0.0069665442,0.0065655832,0.0070354117,,301.0,207.0,3023.0
us1000gf8u,2018-08-22T09:31:45.530000Z,43.5637,-127.7166,10.0,6.2,mww,UW,IRIS-DMC,BULL,UW.BULL.HN,"Portland Water Bureau Bull Run Reservoir, OR, USA",45.44589,-122.15589,222.0,200,246.66,489.03,488.09,UW.BULL..HNN.mseed,483.18,16.89,483.05,17.03,,,,,,12.61606,0.02441,12.61606,0.02441,,,0.0060898659,0.013693336,-0.0061033483,-0.0061256063,-0.006166187,-0.0066414157,-0.0090896544,0.012313256,0.013376533,0.016247866,0.017688913,0.015799563,0.015768441,0.019071332,0.0145365,0.0075704938,0.0059266612,0.00787702,0.0025616179,0.0019834012,0.0026080308,0.004175742,0.0049703715,,342.0,161.0,989.0
us1000gf8u,2018-08-22T09:31:45.530000Z,43.5637,-127.7166,10.0,6.2,mww,UW,IRIS-DMC,LCCR,UW.LCCR.HH,"Clarks, OR, USA",45.2059,-122.4784,271.0,100,248.23,455.44,454.55,UW.LCCR..HHN.mseed,449.61,16.88,449.47,17.02,,,,,,23.32582,0.00823,23.32582,0.00823,,,0.047584648,0.045530413,-0.047687599,-0.04786512,-0.04821189,-0.049157204,0.053796188,0.056622522,0.071546515,0.099802283,0.12296171,0.13060797,0.14037084,0.15996286,0.085969639,0.041357457,0.033692083,0.041984962,0.011216387,0.0041050865,0.0036002131,0.0063762398,0.0039963122,,464.0,218.0,363.0
us1000gf8u,2018-08-22T09:31:45.530000Z,43.5637,-127.7166,10.0,6.2,mww,UW,IRIS-DMC,RBOK,UW.RBOK.HN,"NE Rocky Butte, Portland, OR, USA",45.5406,-122.5653,159.5,200,243.6,464.41,463.59,UW.RBOK..HNN.mseed,458.57,16.88,458.44,17.03,,,,,,10.10635,0.03666,10.10635,0.03666,,,0.052343148,0.041257439,-0.052405661,-0.052596757,-0.052944204,-0.054847355,-0.054861038,-0.073009094,0.095012816,0.12615769,0.15042013,0.1890175,0.15296936,0.15140276,0.086622438,0.04400923,0.035465591,0.029241438,0.010515877,0.0053457065,0.0034839842,0.0056393584,0.0056006893,,387.0,343.0,731.0
us1000gf8u,2018-08-22T09:31:45.530000Z,43.5637,-127.7166,10.0,6.2,mww,UW,IRIS-DMC,SAIL,UW.SAIL.HN,"Hillsboro, OR, USA",45.5371,-122.9628,61.8,200,241.55,436.67,435.96,UW.SAIL..HNN.mseed,430.84,16.87,430.7,17.02,,,,,,6.98304,0.0283,6.98304,0.0283,,,0.037670542,0.083860467,-0.037718178,-0.037798496,-0.037916053,-0.038234659,-0.039662417,-0.043083875,-0.06685585,0.10611954,0.11358768,0.11886244,0.091471005,0.089370866,0.11333124,0.095292762,0.08019875,0.079393602,0.037926833,0.013652605,0.011262667,0.0098673186,0.011730425,,301.0,362.0,4460.0
us20002601,2015-04-12T22:45:04.330000Z,43.3684,-126.4698,10.0,4.0,mb,TA,IRIS-DMC,G03D,TA.G03D.BH,"McMinnville, OR, USA",45.2115,-123.2641,222.0,40,232.45,327.69,327.39,TA.G03D..BHE.mseed,327.25,0.17,327.09,0.17,,,,,,10.02313,1.05355,10.02313,1.05355,,,0.00046991117,0.00019257262,-0.00049197305,-0.00049570631,-0.00050309812,-0.00052767767,-0.00061088028,-0.00083413621,0.001449598,0.0016317196,0.0018467002,0.0012598556,0.00079979128,0.00059996388,0.00025083681,-7.7917041e-05,-2.6525858e-05,-1.4183625e-05,-6.9336556e-06,-4.4195045e-06,-3.2494611e-06,-1.9195513e-06,-1.3580873e-06,,600.0,39.0,37.0
us20002601,2015-04-12T22:45:04.330000Z,43.3684,-126.4698,10.0,4.0,mb,UW,IRIS-DMC,LCCR,UW.LCCR.HH,"Clarks, OR, USA",45.2059,-122.4784,271.0,100,238.75,378.33,377.81,UW.LCCR..HHN.mseed,377.86,0.17,377.73,0.17,,,,,,21.76376,0.86685,21.76376,0.86685,,,0.00078082726,0.00032874663,-0.00079347116,-0.00081253341,-0.00086856335,-0.0019091803,0.002457154,0.001761507,0.0018195881,0.0032041754,0.0025768151,0.0021987838,0.001069888,0.0010901591,0.00055825878,-0.00020048177,-6.0305673e-05,-3.4900889e-05,-1.2860186e-05,-8.1672529e-06,-5.6985928e-06,-3.2380786e-06,-2.2387378e-06,,464.0,218.0,363.0
us20006f4q,2016-07-16T01:58:23.480000Z,43.4517,-126.7387,10.0,4.0,mb,TA,IRIS-DMC,G03D,TA.G03D.HH,"McMinnville, OR, USA",45.2115,-123.2641,222.0,100,236.02,339.12,338.73,TA.G03D..HHZ.mseed,338.67,0.17,338.52,0.17,,,,,,8.24692,1.06722,8.24692,1.06722,,,0.00027087811,0.00011137739,-0.00027220484,-0.00027472099,-0.00027867321,-0.00029263198,-0.0003309406,-0.00050508091,-0.00093159904,0.0006480409,0.00067796935,0.00074696813,0.00047219465,0.00044802055,-0.00026843941,-8.1593398e-05,-2.162964e-05,-1.0417576e-05,-4.8602638e-06,-2.9672236e-06,-2.0808751e-06,-1.1630303e-06,-8.0903429e-07,,600.0,39.0,37.0
us2000aexj,2017-09-03T08:02:02.480000Z,43.4203,-126.6055,10.0,4.1,mb,UO,IRIS-DMC,MINN,UO.MINN.HH,"McMinnville, OR, USA",45.2115,-123.2641,222.0,100,234.43,332.63,332.29,UO.MINN..HHE.mseed,332.12,0.21,331.97,0.21,,,,,,13.39717,0.65695,13.39717,0.65695,,,0.0019519677,0.00073464616,-0.0019801587,-0.0020134695,-0.0020736102,-0.0022993351,-0.0032067606,0.00646872,0.0061142236,0.0050592895,0.0052549275,0.0035878216,0.002928665,0.002294081,0.0017766271,0.00073436939,-0.00023343414,-0.00010850935,-3.4557701e-05,-2.021211e-05,-1.4029893e-05,-7.6889694e-06,-5.3410155e-06,,600.0,39.0,37.0
us2000aexj,2017-09-03T08:02:02.480000Z,43.4203,-126.6055,10.0,4.1,mb,UW,IRIS-DMC,LCCR,UW.LCCR.HH,"Clarks, OR, USA",45.2059,-122.4784,271.0,100,240.38,384.36,383.79,UW.LCCR..HHN.mseed,383.82,0.21,383.7,0.21,,,,,,17.67767,0.41866,17.67767,0.41866,,,0.0015970725,0.0010382355,-0.0016125985,-0.001625254,-0.0016461696,-0.0017011141,0.0022869603,0.0032725601,0.0031964163,0.0036119849,0.0044650189,0.004477141,0.0045029656,0.0047761433,0.0018930091,0.00081486723,0.00071176658,-0.00045368041,-9.1742905e-05,-4.1532294e-05,-2.5831107e-05,-1.2484326e-05,-8.2256593e-06,,464.0,218.0,363.0
us2000bu3f,2017-11-24T17:36:12.190000Z,43.0924,-126.239,10.0,4.7,mww,UO,IRIS-DMC,MINN,UO.MINN.HH,"McMinnville, OR, USA",45.2115,-123.2641,222.0,100,226.35,334.75,334.56,UO.MINN..HHE.mseed,333.65,0.73,333.5,0.74,,,,,,12.5,0.51543,12.5,0.51543,,,0.0024361543,0.0015037833,-0.0024575681,-0.0024695312,-0.0024906577,-0.0025724352,-0.0027659973,-0.0037103176,0.0071220196,0.0067756509,0.0069655091,0.0055716343,0.0043262477,0.0050461679,0.0038148942,0.00172798,0.00088241457,-0.00042599084,-0.00011064808,-5.8922439e-05,-3.8235765e-05,-1.9312645e-05,-1.2733328e-05,,600.0,39.0,37.0
us2000bu3f,2017-11-24T17:36:12.190000Z,43.0924,-126.239,10.0,4.7,mww,UW,IRIS-DMC,LCCR,UW.LCCR.HH,"Clarks, OR, USA",45.2059,-122.4784,271.0,100,233.35,381.6,381.19,UW.LCCR..HHN.mseed,380.48,0.73,380.36,0.74,,,,,,10.51121,0.35205,10.51121,0.35205,,,0.0029892919,0.0019332013,-0.0030020053,-0.0030190743,-0.0030463342,-0.003133707,-0.0031735711,-0.0047832433,0.0062379634,0.0068397508,0.011004364,0.0068252135,0.0066353237,0.00820905,0.0041208177,0.0028200682,0.0013955298,0.0011390003,-0.00024225659,-0.00011147891,-6.6997573e-05,-2.9221482e-05,-1.7279794e-05,,464.0,218.0,363.0
us2000bu3f,2017-11-24T17:36:12.190000Z,43.0924,-126.239,10.0,4.7,mww,UW,IRIS-DMC,RBOK,UW.RBOK.HN,"NE Rocky Butte, Portland, OR, USA",45.5406,-122.5653,159.5,200,228.43,399.8,399.46,UW.RBOK..HNN.mseed,398.68,0.73,398.56,0.74,,,,,,8.71715,0.4206,8.71715,0.4206,,,0.0038955674,0.0031570177,-0.0039129447,-0.0039457529,-0.0039998554,-0.0053339388,-0.0065860248,-0.0090452643,0.010492043,0.0087544757,0.011431875,0.018162474,0.011279702,0.0079809142,0.0084679862,0.0052958829,0.0018173384,-0.00080853467,-0.00023134844,-0.00012394665,-7.9810009e-05,-3.965079e-05,-2.5340211e-05,,387.0,343.0,731.0
us2000cqrl,2018-01-28T22:46:16.210000Z,43.5517,-127.4685,10.0,5.5,mww,UO,IRIS-DMC,HAGG,UO.HAGG.HN,"Gaston, OR, USA",45.47679,-123.19747,110.0,200,239.3,401.27,400.68,UO.HAGG..HNE.mseed,398.52,3.89,398.4,3.93,,,,,,5.80457,0.29062,5.80457,0.29062,,,0.0027685423,0.0020938796,-0.0027743965,-0.0027833083,-0.0028013887,-0.0028520772,-0.0029813124,-0.0031990642,-0.0049531455,-0.0086569985,0.010927813,0.0096443041,0.0077756438,0.0047545724,0.0036282221,0.0030605371,0.0021041126,0.0019337024,-0.00041704472,-0.00015577779,-8.9476956e-05,-3.9936479e-05,-2.2612795e-05,,163.0,105.0,484.0
us2000cqrl,2018-01-28T22:46:16.210000Z,43.5517,-127.4685,10.0,5.5,mww,UO,IRIS-DMC,MINN,UO.MINN.HH,"McMinnville, OR, USA",45.2115,-123.2641,222.0,100,242.65,382.39,381.78,UO.MINN..HHE.mseed,379.65,3.88,379.52,3.93,,,,,,13.86962,0.30648,13.86962,0.30648,,,0.0043667342,0.0021062264,-0.0044631932,-0.004559019,-0.0047289304,-0.0054636109,-0.0090312436,0.012411702,0.014939643,0.01437599,0.0095613385,0.0086171014,0.0066268449,0.0045753677,0.0028116117,0.0023941859,0.0011749598,0.0012146252,-0.00034612031,-0.00013200212,-6.9788125e-05,-3.2256207e-05,-1.9381991e-05,,600.0,39.0,37.0
us2000cqrl,2018-01-28T22:46:16.210000Z,43.5517,-127.4685,10.0,5.5,mww,UW,IRIS-DMC,LCCR,UW.LCCR.HH,"Clarks, OR, USA",45.2059,-122.4784,271.0,100,246.95,438.0,437.18,UW.LCCR..HHN.mseed,435.25,3.89,435.14,3.94,,,,,,7.966,0.01264,7.966,0.01264,,,0.0029070354,0.0031352486,-0.002911583,-0.0029339616,-0.0029719963,-0.003081766,-0.0033448771,-0.0039559698,-0.0064733786,0.010615838,0.007451231,0.0078116182,0.006748751,0.0064940381,0.0038804456,0.0028972894,0.0026909125,0.0042062012,0.00088602798,0.00044546087,0.0004326192,0.00085940897,0.00045145452,,464.0,218.0,363.0
us2000cqrl,2018-01-28T22:46:16.210000Z,43.5517,-127.4685,10.0,5.5,mww,UW,IRIS-DMC,RBOK,UW.RBOK.HN,"NE Rocky Butte, Portland, OR, USA",45.5406,-122.5653,159.5,200,242.17,447.84,447.09,UW.RBOK..HNN.mseed,445.09,3.89,444.97,3.94,,,,,,5.59391,0.29062,5.59391,0.29062,,,0.0041926077,0.0028778432,-0.0041962238,-0.0042108683,-0.0042454857,-0.0043911897,-0.0044579116,-0.0047506959,-0.007430012,-0.013675545,0.011506395,0.015159208,0.010957583,0.0093283297,0.0040483913,0.0030000586,0.0022285022,0.0018113836,-0.00066003033,-0.00023179409,-0.00010549821,-4.0067449e-05,-2.49259e-05,,387.0,343.0,731.0
us2000gcpa,2018-07-24T14:44:52.570000Z,41.8105,-126.8616,10.0,5.6,mww,UO,IRIS-DMC,MINN,UO.MINN.HH,"McMinnville, OR, USA",45.2115,-123.2641,222.0,100,218.84,476.76,476.64,UO.MINN..HHE.mseed,473.68,4.8,473.57,4.85,,,,,,7.69465,0.01221,7.69465,0.01221,,,0.0005360275,0.001220664,-0.0005378032,-0.00054066845,-0.00054543527,-0.0005685519,-0.00063863719,-0.00078535069,-0.0014470617,0.0016131217,0.0012431088,0.0011305758,0.0016409764,0.0012739223,0.00078643379,0.00075247739,0.00062773267,0.00050786089,0.00064322958,0.00056565562,0.00030772216,0.00018563736,0.00015073911,,600.0,39.0,37.0
us2000gcpa,2018-07-24T14:44:52.570000Z,41.8105,-126.8616,10.0,5.6,mww,UW,IRIS-DMC,LCCR,UW.LCCR.HH,"Clarks, OR, USA",45.2059,-122.4784,271.0,100,224.74,517.47,517.15,UW.LCCR..HHN.mseed,514.39,4.81,514.29,4.85,,,,,,11.26563,0.01402,11.26563,0.01402,,,0.0015200693,0.001864031,-0.0015291209,-0.0015402225,-0.0015577709,-0.0016276875,-0.0018690825,-0.0032899862,0.0031792858,0.0050706019,0.0044879356,0.0051421504,0.0049909409,0.0040854803,0.0022046179,0.0027135293,0.0022272877,0.00090528505,0.0014335762,0.0012425871,0.00057436027,0.00030057748,0.00021716178,,464.0,218.0,363.0
us2013kvae,2013-01-25T03:43:05.200000Z,44.476,-124.867,6.2,3.0,md,TA,IRIS-DMC,G03D,TA.G03D.BH,"McMinnville, OR, USA",45.2115,-123.2641,222.0,40,237.75,150.79,150.66,TA.G03D..BHE.mseed,150.71,0.02,150.58,0.02,,,,,,13.53474,0.67141,13.53474,0.67141,,,0.0024944962,0.0010957242,-0.0026100887,-0.0026378565,-0.0026863636,-0.0028607328,-0.003675757,0.0062947414,0.0079945111,0.0076405101,0.008711039,0.0050962374,0.0044182908,0.0029861754,0.0014619352,0.00073302904,-0.00023276766,-0.00010448085,-4.0046525e-05,-2.496334e-05,-1.7569986e-05,-1.0173325e-05,-7.355668e-06,,600.0,39.0,37.0
us6000559e,2019-08-15T03:16:03.794000Z,43.1414,-126.3857,10.0,4.1,mb,UO,IRIS-DMC,HAPY,UO.HAPY.HN,"Happy Valley, OR, USA",45.45444,-122.55126,333.0,200,231.32,399.54,399.14,UO.HAPY..HNZ.mseed,399.0,0.21,398.88,0.21,,,,,,6.25,0.40534,6.25,0.40534,,,0.0023141304,0.0016545171,-0.0023170673,-0.0023250067,-0.0023399283,-0.0024331321,-0.0024259737,-0.0025664773,-0.0034347596,-0.0056036296,0.0065700485,0.0060532072,0.0067418495,0.0074855285,0.0042119648,0.0021044388,0.00075612087,-0.0003245135,-0.00011862433,-6.5189598e-05,-4.2110256e-05,-2.0882242e-05,-1.358788e-05,,464.0,289.0,679.0
us6000559e,2019-08-15T03:16:03.794000Z,43.1414,-126.3857,10.0,4.1,mb,UO,IRIS-DMC,MARQ,UO.MARQ.HH,"Marquam, OR, USA",45.06592,-122.66854,159.0,100,235.61,366.41,365.98,UO.MARQ..HHZ.mseed,365.88,0.21,365.75,0.21,,,,,,28.71746,0.25772,28.71746,0.25772,,,0.0016702747,0.0012287482,-0.0016746582,-0.0017240806,-0.00171348,0.0019361108,0.0022818524,0.0026993395,0.0029673602,0.002949581,0.0033798222,0.0035898886,0.0061504837,0.0059230355,0.0020231399,0.0010950657,0.00037177012,0.00023011686,9.4172162e-05,-4.7286167e-05,-3.0430435e-05,-1.4453835e-05,-9.4706353e-06,,495.0,61.0,310.0
us6000559e,2019-08-15T03:16:03.794000Z,43.1414,-126.3857,10.0,4.1,mb,UO,IRIS-DMC,MINN,UO.MINN.HH,"McMinnville, OR, USA",45.2115,-123.2641,222.0,100,228.44,339.4,339.16,UO.MINN..HHE.mseed,338.88,0.21,338.73,0.21,,,,,,12.5,0.65695,12.5,0.65695,,,0.004469832,0.0018508347,-0.0044864452,-0.0045320648,-0.0046053358,-0.00489183,-0.0056996579,-0.0067537415,0.0095655035,0.016779841,0.013461907,0.0076447234,0.0069725506,0.006315187,0.0026031365,0.0011046874,-0.0003889847,-0.00017169556,-7.4947046e-05,-4.7548977e-05,-3.3419403e-05,-1.8479156e-05,-1.2606986e-05,,600.0,39.0,37.0
